passID,timestamp,stationRef,vehicleRef,charge,tagAbbr,originStatus,stationOperator
EZM6952621,23-12-2019 18:11,EG07,DW44ZOO26361,2.5,EG,home,EG
GVX1769254,11-2-2020 18:17,EG07,DW44ZOO26361,2.0,EG,home,EG
NOS4929664,25-4-2020 02:34,EG07,DW44ZOO26361,2.5,EG,home,EG
TKP8955711,22-8-2020 01:21,EG07,DW44ZOO26361,2.5,EG,home,EG
POC2369335,22-10-2020 13:56,EG07,DW44ZOO26361,2.5,EG,home,EG
KNN4642782,30-11-2020 03:35,EG07,DW44ZOO26361,2.5,EG,home,EG
QQX8499550,7-12-2020 22:32,EG07,DW44ZOO26361,2.5,EG,home,EG
IML2796107,19-1-2021 11:01,EG07,DW44ZOO26361,2.5,EG,home,EG
QUR4438681,31-1-2021 21:06,EG07,DW44ZOO26361,2.5,EG,home,EG
FXT7482895,15-3-2021 00:28,EG07,DW44ZOO26361,2.5,EG,home,EG
AXB9316545,25-3-2021 20:08,EG07,DW44ZOO26361,2.5,EG,home,EG
EGR8269608,29-5-2021 23:39,EG07,DW44ZOO26361,2.5,EG,home,EG
RWH3929936,30-5-2021 11:51,EG07,DW44ZOO26361,2.5,EG,home,EG
WHG6022891,16-6-2021 09:15,EG07,DW44ZOO26361,2.0,EG,home,EG
GYV1538997,6-7-2021 12:56,EG07,DW44ZOO26361,2.5,EG,home,EG
NRE4890842,9-8-2021 18:58,EG07,DW44ZOO26361,2.5,EG,home,EG
XCL8972028,5-11-2021 02:19,EG07,DW44ZOO26361,2.5,EG,home,EG
VDK3680892,16-7-2021 02:19,EG07,JE65QJK64802,1.5,GF,visitor,EG
LRH2810651,3-6-2021 06:16,EG07,RR73DWB65452,2.8,AO,visitor,EG
PXM4487444,24-1-2020 01:49,EG07,KB55KTM48860,2.5,KO,visitor,EG
ZNJ5299279,9-4-2020 18:55,EG07,YL27IFD65117,2.8,AO,visitor,EG
DVP2495353,24-4-2020 09:50,EG07,YL27IFD65117,2.2,AO,visitor,EG
TQF8124734,15-12-2020 17:46,EG07,YL27IFD65117,2.5,AO,visitor,EG
UGY0784462,16-12-2020 02:01,EG07,IZ65WAT29135,1.0,MR,visitor,EG
BYL4011963,13-11-2019 08:41,EG07,MX39VOS38645,1.0,AO,visitor,EG
AJL2411602,27-4-2020 14:10,EG07,MX39VOS38645,3.1,AO,visitor,EG
VRQ1164420,22-3-2021 12:46,EG07,MX39VOS38645,1.5,AO,visitor,EG
HPM8925067,6-8-2019 02:43,EG07,QO77TFN61853,2.8,KO,visitor,EG
EJF5316836,16-9-2019 04:29,EG07,QO77TFN61853,2.0,KO,visitor,EG
OCB2452923,4-3-2021 03:34,EG07,QO77TFN61853,2.5,KO,visitor,EG
MCB0242854,24-10-2020 08:30,EG07,MQ65WJJ60020,1.5,KO,visitor,EG
GCN1741927,15-2-2020 11:21,EG07,HT62RDI04611,1.25,AO,visitor,EG
NRP8157602,31-7-2020 05:45,EG07,VX68BAR38623,2.5,NE,visitor,EG
ANJ6988575,18-4-2020 09:20,EG07,BY85QGR11636,2.0,GF,visitor,EG
FYV5876352,1-5-2019 03:12,EG07,XV91YMP27722,3.1,MR,visitor,EG
YVI3055145,31-5-2021 11:19,EG07,XV91YMP27722,3.1,MR,visitor,EG
UAT4384250,13-3-2019 10:19,EG07,XE59BZM26378,2.5,EG,home,EG
QXK9249496,14-3-2019 21:22,EG07,XE59BZM26378,2.5,EG,home,EG
AGW3324475,10-4-2019 19:56,EG07,XE59BZM26378,2.5,EG,home,EG
SHN6693142,24-5-2019 11:09,EG07,XE59BZM26378,2.5,EG,home,EG
AKU3993704,21-6-2019 04:29,EG07,XE59BZM26378,2.5,EG,home,EG
PKD9463295,12-7-2019 09:08,EG07,XE59BZM26378,2.5,EG,home,EG
GNG5294855,11-8-2019 11:19,EG07,XE59BZM26378,2.5,EG,home,EG
SID6638900,16-8-2019 04:14,EG07,XE59BZM26378,2.5,EG,home,EG
FKO3203923,6-9-2019 22:21,EG07,XE59BZM26378,2.5,EG,home,EG
YLW9706899,15-9-2019 18:09,EG07,XE59BZM26378,2.5,EG,home,EG
WZP4196300,4-10-2019 03:25,EG07,XE59BZM26378,2.5,EG,home,EG
YIP0117772,11-11-2019 21:21,EG07,XE59BZM26378,2.5,EG,home,EG
JDC6001510,26-12-2019 07:42,EG07,XE59BZM26378,2.5,EG,home,EG
ETN1225111,5-2-2020 20:50,EG07,XE59BZM26378,2.5,EG,home,EG
CYP9886965,7-2-2020 23:46,EG07,XE59BZM26378,2.5,EG,home,EG
HXX7427813,13-2-2020 22:55,EG07,XE59BZM26378,2.5,EG,home,EG
HBD6436778,6-4-2020 13:34,EG07,XE59BZM26378,2.5,EG,home,EG
UEI3154203,13-7-2020 18:19,EG07,XE59BZM26378,2.5,EG,home,EG
LRV4390589,5-9-2020 03:11,EG07,XE59BZM26378,2.5,EG,home,EG
VHB7031587,24-9-2020 04:02,EG07,XE59BZM26378,3.1,EG,home,EG
KXV8367097,18-10-2020 02:57,EG07,XE59BZM26378,2.5,EG,home,EG
QMH4484895,15-11-2020 05:50,EG07,XE59BZM26378,2.5,EG,home,EG
PWX8197109,23-11-2020 16:01,EG07,XE59BZM26378,2.5,EG,home,EG
KEF5276579,3-12-2020 02:14,EG07,XE59BZM26378,2.5,EG,home,EG
GQU7185319,24-2-2021 11:49,EG07,XE59BZM26378,2.5,EG,home,EG
VXU2083893,10-3-2021 22:05,EG07,XE59BZM26378,2.5,EG,home,EG
RYM7038225,16-3-2021 15:35,EG07,XE59BZM26378,2.5,EG,home,EG
BTI0771585,19-5-2021 05:47,EG07,XE59BZM26378,2.5,EG,home,EG
AKG9728702,20-9-2019 06:40,EG07,IX01MVL33676,2.0,KO,visitor,EG
LYD9689412,15-7-2020 06:31,EG07,EZ65FLV39493,1.25,MR,visitor,EG
MLE5421154,30-11-2019 04:31,EG07,FL13UMN92207,2.0,KO,visitor,EG
SSM2074389,17-6-2019 04:04,EG07,PM58XHX45588,1.5,NE,visitor,EG
AEB6692630,19-7-2021 00:13,EG07,PM58XHX45588,2.8,NE,visitor,EG
LTF2073853,14-6-2019 17:53,EG07,KF48RSD79865,2.8,MR,visitor,EG
MXG9609153,1-6-2020 11:02,EG07,YX66XYW62640,2.0,GF,visitor,EG
QKT4907145,17-10-2020 04:20,EG07,YX66XYW62640,1.25,GF,visitor,EG
LCL1028700,27-1-2021 16:58,EG07,HE38BQH01623,1.5,MR,visitor,EG
IIA1120126,21-3-2021 00:44,EG07,HE38BQH01623,2.0,MR,visitor,EG
BZX9492078,1-2-2020 19:57,EG07,MP14WFM40909,2.5,GF,visitor,EG
ZAG0725273,3-1-2019 19:34,EG07,EC02LZC49528,2.8,EG,home,EG
JKN9091341,18-1-2019 21:32,EG07,EC02LZC49528,2.8,EG,home,EG
SIC4345895,13-3-2019 22:08,EG07,EC02LZC49528,2.8,EG,home,EG
VIU1314254,17-4-2019 00:18,EG07,EC02LZC49528,2.8,EG,home,EG
LQG4868897,1-5-2019 04:38,EG07,EC02LZC49528,2.8,EG,home,EG
SUR6645370,7-5-2019 20:20,EG07,EC02LZC49528,2.8,EG,home,EG
OQG2905174,31-7-2019 15:56,EG07,EC02LZC49528,2.8,EG,home,EG
CNU0381735,26-8-2019 06:01,EG07,EC02LZC49528,2.8,EG,home,EG
HHV5726388,4-9-2019 11:10,EG07,EC02LZC49528,2.8,EG,home,EG
RAU6896797,22-9-2019 02:09,EG07,EC02LZC49528,2.8,EG,home,EG
YRD4479444,27-10-2019 11:28,EG07,EC02LZC49528,2.8,EG,home,EG
AIP6058944,11-11-2019 12:49,EG07,EC02LZC49528,2.8,EG,home,EG
OZU2185107,12-11-2019 17:26,EG07,EC02LZC49528,2.8,EG,home,EG
UYB7936576,21-11-2019 14:54,EG07,EC02LZC49528,2.8,EG,home,EG
UZK3966602,13-12-2019 11:56,EG07,EC02LZC49528,2.8,EG,home,EG
FGE5485125,23-12-2019 11:49,EG07,EC02LZC49528,2.8,EG,home,EG
PSH8497149,24-12-2019 02:55,EG07,EC02LZC49528,2.8,EG,home,EG
XJY4050220,10-2-2020 08:37,EG07,EC02LZC49528,2.8,EG,home,EG
GJB7637329,24-3-2020 12:37,EG07,EC02LZC49528,2.8,EG,home,EG
DPN1070029,22-5-2020 12:51,EG07,EC02LZC49528,2.8,EG,home,EG
KFH9792523,16-6-2020 17:56,EG07,EC02LZC49528,2.8,EG,home,EG
INK6480453,17-7-2020 17:13,EG07,EC02LZC49528,2.8,EG,home,EG
YTC7574646,27-8-2020 03:05,EG07,EC02LZC49528,2.8,EG,home,EG
WGC0661031,15-10-2020 01:02,EG07,EC02LZC49528,2.8,EG,home,EG
NLY9699893,24-10-2020 00:20,EG07,EC02LZC49528,2.8,EG,home,EG
ZJE2900073,17-11-2020 21:33,EG07,EC02LZC49528,2.8,EG,home,EG
IMP0368534,6-12-2020 07:34,EG07,EC02LZC49528,2.8,EG,home,EG
IMP2300731,30-12-2020 09:41,EG07,EC02LZC49528,2.8,EG,home,EG
DYM3645478,22-3-2021 13:41,EG07,EC02LZC49528,2.8,EG,home,EG
DYX1962743,9-4-2021 15:54,EG07,EC02LZC49528,2.8,EG,home,EG
IYB5081495,5-9-2021 17:23,EG07,EC02LZC49528,2.8,EG,home,EG
TLF7502127,12-11-2021 12:14,EG07,EC02LZC49528,2.8,EG,home,EG
GTZ8710515,19-8-2020 19:19,EG07,PE73VJU23485,3.1,AO,visitor,EG
LZN5637537,15-1-2019 08:27,EG07,PD45WOT56494,2.5,NE,visitor,EG
BOH7280411,22-2-2021 19:38,EG07,NY14GZR94632,1.5,NE,visitor,EG
JLU0689657,8-7-2021 15:55,EG07,NY14GZR94632,1.0,NE,visitor,EG
SIO3218524,16-2-2019 16:32,EG07,UA13YTK28483,2.8,MR,visitor,EG
XMM5493090,26-7-2020 11:06,EG07,BI87HYL81972,2.2,MR,visitor,EG
ZNH4763059,15-1-2019 23:42,EG07,QU94IGC75528,1.25,EG,home,EG
WHC2937475,5-3-2019 01:01,EG07,QU94IGC75528,1.25,EG,home,EG
ABB2410121,12-6-2019 05:02,EG07,QU94IGC75528,1.25,EG,home,EG
GIK5177939,14-7-2019 07:26,EG07,QU94IGC75528,1.25,EG,home,EG
KFQ5061930,2-10-2019 12:30,EG07,QU94IGC75528,1.25,EG,home,EG
PHU9711697,1-5-2020 05:36,EG07,QU94IGC75528,1.25,EG,home,EG
HSR5322940,16-5-2020 17:03,EG07,QU94IGC75528,1.25,EG,home,EG
NKS4013287,7-7-2020 11:02,EG07,QU94IGC75528,1.25,EG,home,EG
QMI6101757,20-7-2020 00:02,EG07,QU94IGC75528,1.25,EG,home,EG
JNJ6383515,1-2-2021 08:11,EG07,QU94IGC75528,1.25,EG,home,EG
TKF8107474,3-4-2021 06:34,EG07,QU94IGC75528,1.25,EG,home,EG
HDI1400095,11-4-2021 08:33,EG07,QU94IGC75528,1.25,EG,home,EG
GJO8961300,30-4-2021 19:38,EG07,QU94IGC75528,1.25,EG,home,EG
MDL0605514,16-8-2021 19:43,EG07,QU94IGC75528,1.25,EG,home,EG
WSH6419746,15-8-2019 11:04,EG07,VL67TFO75321,13.0,EG,home,EG
QYN3351864,6-11-2019 09:50,EG07,VL67TFO75321,13.0,EG,home,EG
SUR8070152,11-11-2019 09:02,EG07,VL67TFO75321,13.0,EG,home,EG
CJJ8566616,25-6-2020 11:54,EG07,VL67TFO75321,13.0,EG,home,EG
JVD7464715,27-10-2020 12:17,EG07,VL67TFO75321,2.8,EG,home,EG
ARI3748704,16-2-2021 20:09,EG07,VL67TFO75321,13.0,EG,home,EG
TOE0507963,23-2-2021 05:10,EG07,VL67TFO75321,13.0,EG,home,EG
DQA9894110,3-7-2021 23:59,EG07,JV67MTI17124,1.25,NE,visitor,EG
TGM8606494,5-1-2019 11:22,EG07,IW53OQE31439,2.8,EG,home,EG
EOK3002735,20-1-2019 05:41,EG07,IW53OQE31439,2.8,EG,home,EG
GFM2388268,29-3-2019 11:36,EG07,IW53OQE31439,2.8,EG,home,EG
PMP1077484,1-5-2019 07:11,EG07,IW53OQE31439,2.8,EG,home,EG
JCY3001540,13-6-2019 05:06,EG07,IW53OQE31439,1.5,EG,home,EG
HPR9459346,24-6-2019 08:25,EG07,IW53OQE31439,2.8,EG,home,EG
HRK6148615,28-8-2019 13:57,EG07,IW53OQE31439,2.8,EG,home,EG
PUS4235445,2-1-2020 01:57,EG07,IW53OQE31439,2.8,EG,home,EG
JRU7235174,10-1-2020 08:57,EG07,IW53OQE31439,2.8,EG,home,EG
TUR2334444,13-2-2020 00:02,EG07,IW53OQE31439,2.8,EG,home,EG
CVG1741918,19-9-2020 21:38,EG07,IW53OQE31439,2.8,EG,home,EG
GKL7984310,1-10-2020 21:27,EG07,IW53OQE31439,2.8,EG,home,EG
WXD4187675,5-10-2020 01:14,EG07,IW53OQE31439,2.8,EG,home,EG
DIL6317562,22-11-2020 23:27,EG07,IW53OQE31439,2.8,EG,home,EG
AXA3335843,8-12-2020 09:32,EG07,IW53OQE31439,2.8,EG,home,EG
IAI8982994,23-3-2021 13:35,EG07,IW53OQE31439,2.8,EG,home,EG
HRM8025911,18-4-2021 21:48,EG07,IW53OQE31439,2.8,EG,home,EG
RGF8722511,20-5-2021 04:30,EG07,IW53OQE31439,2.8,EG,home,EG
CKF5831197,25-5-2021 23:51,EG07,IW53OQE31439,2.8,EG,home,EG
HJK4743564,26-7-2021 09:23,EG07,IW53OQE31439,2.8,EG,home,EG
CIM8926927,6-9-2021 16:28,EG07,IW53OQE31439,2.8,EG,home,EG
RAP5457416,29-10-2021 10:52,EG07,IW53OQE31439,2.8,EG,home,EG
FVH9342475,15-6-2020 12:05,EG07,RR98KQE80731,1.5,MR,visitor,EG
JKZ5532014,8-11-2021 15:30,EG07,QH15HWX24570,3.1,MR,visitor,EG
WPT1507539,24-10-2019 02:05,EG07,IC95TLY24827,2.2,OO,visitor,EG
BCQ2267300,5-4-2020 12:22,EG07,IC95TLY24827,1.25,OO,visitor,EG
XFA2040344,9-7-2020 21:28,EG07,IC95TLY24827,1.25,OO,visitor,EG
MNV1215289,19-7-2021 18:15,EG07,IC95TLY24827,2.8,OO,visitor,EG
VSL1770251,27-2-2020 12:19,EG07,SL09NOT64494,2.2,GF,visitor,EG
WYX3953914,23-5-2019 18:56,EG07,TZ48CCW54765,3.1,EG,home,EG
VYN7742072,20-9-2019 11:36,EG07,TZ48CCW54765,3.1,EG,home,EG
GFD1742354,13-10-2019 13:23,EG07,TZ48CCW54765,3.1,EG,home,EG
VFY3951319,24-1-2020 23:52,EG07,TZ48CCW54765,3.1,EG,home,EG
QPT1735883,15-5-2020 08:04,EG07,TZ48CCW54765,3.1,EG,home,EG
JNI4238851,21-11-2020 16:59,EG07,TZ48CCW54765,3.1,EG,home,EG
VTZ4734963,5-8-2021 02:18,EG07,TZ48CCW54765,3.1,EG,home,EG
ZJR2367591,30-8-2021 21:22,EG07,TZ48CCW54765,3.1,EG,home,EG
JFF5891640,13-9-2021 16:24,EG07,TZ48CCW54765,3.1,EG,home,EG
MTI6143685,30-8-2020 17:31,EG07,MA30QLI76818,1.5,GF,visitor,EG
YMA0532615,11-11-2021 17:11,EG07,MA30QLI76818,2.5,GF,visitor,EG
HYG6325323,16-2-2021 02:08,EG07,QX75YWC61835,1.5,OO,visitor,EG
ZTG6262745,28-6-2019 15:35,EG07,SY96JDQ97089,2.0,AO,visitor,EG
XCN6450313,23-1-2020 10:59,EG07,SY96JDQ97089,2.0,AO,visitor,EG
ZXF6241194,29-11-2019 02:59,EG07,UP28MBM38391,1.5,NE,visitor,EG
GUF0437664,26-1-2019 21:46,EG07,JD78PQD35395,1.0,EG,home,EG
ITT1832698,25-6-2019 02:33,EG07,JD78PQD35395,1.0,EG,home,EG
EEU1695976,9-7-2019 06:47,EG07,JD78PQD35395,1.0,EG,home,EG
KGZ2987673,17-9-2019 16:53,EG07,JD78PQD35395,1.0,EG,home,EG
RFF0509137,17-12-2019 01:57,EG07,JD78PQD35395,1.0,EG,home,EG
ZUB3884484,15-2-2020 02:14,EG07,JD78PQD35395,1.0,EG,home,EG
QME0633861,2-6-2020 17:14,EG07,JD78PQD35395,1.0,EG,home,EG
PVD6206357,3-6-2020 19:54,EG07,JD78PQD35395,1.0,EG,home,EG
XIV1951172,9-6-2020 11:33,EG07,JD78PQD35395,1.0,EG,home,EG
NWJ9618388,5-11-2020 15:35,EG07,JD78PQD35395,1.0,EG,home,EG
ETJ5200944,7-2-2021 15:12,EG07,JD78PQD35395,1.0,EG,home,EG
DPS5952507,3-5-2021 08:52,EG07,JD78PQD35395,1.0,EG,home,EG
VAS0859536,16-5-2021 09:42,EG07,JD78PQD35395,1.0,EG,home,EG
HWP4829706,29-5-2021 02:18,EG07,JD78PQD35395,1.0,EG,home,EG
IKT9812667,5-9-2021 23:23,EG07,JD78PQD35395,1.0,EG,home,EG
TEN8326329,30-9-2021 10:17,EG07,JD78PQD35395,1.0,EG,home,EG
MRO5679597,14-11-2021 22:43,EG07,JD78PQD35395,1.0,EG,home,EG
PHF6272661,7-3-2020 01:28,EG07,ZY93PCY41868,2.5,KO,visitor,EG
PNS8891049,2-7-2020 23:12,EG07,XF28DGK65250,3.1,GF,visitor,EG
ENY8274617,10-6-2021 11:54,EG07,WG11QVY31890,1.5,OO,visitor,EG
TIF1393109,10-8-2021 05:45,EG07,YH66OKD41942,1.5,KO,visitor,EG
QSC6876299,20-1-2020 22:39,EG07,RV87TIY76692,1.0,KO,visitor,EG
KIJ3802654,10-3-2021 14:07,EG07,HA82SCK64299,2.2,MR,visitor,EG
YSR0326977,15-1-2019 13:37,EG07,IN99SEN20660,2.8,EG,home,EG
ZKY4956110,20-1-2019 18:24,EG07,IN99SEN20660,2.8,EG,home,EG
COF6755166,24-3-2019 23:55,EG07,IN99SEN20660,2.8,EG,home,EG
AZV2816525,29-7-2019 06:59,EG07,IN99SEN20660,2.8,EG,home,EG
TDE7680846,21-8-2019 23:37,EG07,IN99SEN20660,2.8,EG,home,EG
QQA1726868,6-9-2019 16:51,EG07,IN99SEN20660,2.8,EG,home,EG
RNU6582137,14-10-2019 14:20,EG07,IN99SEN20660,2.8,EG,home,EG
ZIM0586832,25-11-2019 12:51,EG07,IN99SEN20660,2.8,EG,home,EG
CRF5922957,1-12-2019 13:29,EG07,IN99SEN20660,2.8,EG,home,EG
BMB6651584,28-1-2020 22:58,EG07,IN99SEN20660,2.8,EG,home,EG
DUF9952271,18-3-2020 00:06,EG07,IN99SEN20660,2.8,EG,home,EG
MXR9804416,31-5-2020 13:27,EG07,IN99SEN20660,2.8,EG,home,EG
RNG4182375,20-8-2020 22:05,EG07,IN99SEN20660,2.8,EG,home,EG
PCG3678098,3-9-2020 03:29,EG07,IN99SEN20660,2.8,EG,home,EG
GSY2370274,28-12-2020 07:55,EG07,IN99SEN20660,2.8,EG,home,EG
UCF1716062,13-5-2021 16:56,EG07,IN99SEN20660,2.8,EG,home,EG
QJX4022026,6-6-2021 01:31,EG07,IN99SEN20660,2.8,EG,home,EG
QDL0821397,30-9-2021 03:43,EG07,IN99SEN20660,2.8,EG,home,EG
HKV5463909,1-10-2021 07:39,EG07,IN99SEN20660,2.8,EG,home,EG
ZGQ7903631,2-10-2021 17:15,EG07,IN99SEN20660,2.8,EG,home,EG
XZR8063140,29-7-2021 04:54,EG07,BK77KNV91142,3.1,OO,visitor,EG
BTM2631973,14-10-2019 14:58,EG07,EN26OAB52983,2.8,GF,visitor,EG
UTC0986321,18-5-2019 15:57,NE08,ED51EWW52190,2.8,KO,visitor,NE
NHQ2201488,27-10-2019 23:47,NE08,ED51EWW52190,2.8,KO,visitor,NE
BFY0519944,7-11-2020 05:44,NE08,ED51EWW52190,2.2,KO,visitor,NE
JYG3743539,16-1-2019 22:43,NE08,AT19HLV57173,3.1,OO,visitor,NE
KGP7340322,25-2-2021 07:02,NE08,AT19HLV57173,2.0,OO,visitor,NE
XVN0112244,14-10-2021 00:30,NE08,AT19HLV57173,1.0,OO,visitor,NE
AIL3757865,9-3-2020 16:21,NE08,LG64ARC91224,2.0,AO,visitor,NE
RGI8433708,21-1-2019 13:08,NE08,QO68DIC93032,1.5,MR,visitor,NE
MHW4626426,15-1-2019 01:13,NE08,XV40HUQ04740,1.5,OO,visitor,NE
OZM3065145,25-9-2019 21:39,NE08,XV40HUQ04740,3.1,OO,visitor,NE
KEG9930270,15-11-2019 06:21,NE08,XV40HUQ04740,1.25,OO,visitor,NE
LIR2587212,1-2-2021 18:51,NE08,NO82BAX82566,3.1,NE,home,NE
YFT9237729,14-2-2021 02:04,NE08,NO82BAX82566,3.1,NE,home,NE
OKT8340305,4-6-2021 06:07,NE08,NO82BAX82566,3.1,NE,home,NE
YWQ8310097,23-6-2021 21:43,NE08,NO82BAX82566,3.1,NE,home,NE
DAM1268534,12-3-2019 09:15,NE08,QW79CHL42244,3.1,KO,visitor,NE
TTU2143081,16-8-2021 13:16,NE08,QW79CHL42244,2.2,KO,visitor,NE
PKP1387319,18-10-2021 10:24,NE08,QW79CHL42244,1.0,KO,visitor,NE
EGR5096601,3-3-2021 12:19,NE08,JO50FSF60755,1.0,KO,visitor,NE
GPQ1865109,21-10-2019 19:40,NE08,WY00MLL63827,2.0,KO,visitor,NE
WBS0267918,5-10-2019 08:25,NE08,IO09FGE68100,1.25,GF,visitor,NE
RRN4135331,30-1-2021 15:00,NE08,IO09FGE68100,1.25,GF,visitor,NE
TFO8362436,26-1-2019 08:18,NE08,QP02SYE47964,2.8,NE,home,NE
KPK6156577,6-3-2019 08:43,NE08,QP02SYE47964,2.8,NE,home,NE
UYS9450678,14-7-2019 02:34,NE08,QP02SYE47964,2.8,NE,home,NE
KTD4901339,21-7-2019 20:19,NE08,QP02SYE47964,2.8,NE,home,NE
FZK2896883,14-8-2019 17:30,NE08,QP02SYE47964,2.8,NE,home,NE
SDH0985260,9-9-2019 12:11,NE08,QP02SYE47964,2.8,NE,home,NE
RAE7467666,24-12-2019 13:59,NE08,QP02SYE47964,2.8,NE,home,NE
HZM1203501,7-4-2020 04:59,NE08,QP02SYE47964,2.8,NE,home,NE
BMB6554395,16-4-2020 23:50,NE08,QP02SYE47964,2.8,NE,home,NE
WIT1319140,24-6-2020 21:00,NE08,QP02SYE47964,2.8,NE,home,NE
MME8269837,15-10-2020 06:40,NE08,QP02SYE47964,2.8,NE,home,NE
HTG8135053,2-11-2020 07:15,NE08,QP02SYE47964,2.8,NE,home,NE
CKL9930883,12-11-2020 02:21,NE08,QP02SYE47964,2.8,NE,home,NE
JIL0274223,13-4-2021 11:49,NE08,QP02SYE47964,2.8,NE,home,NE
NIA7476074,5-7-2021 07:20,NE08,QP02SYE47964,2.8,NE,home,NE
OCL0538962,16-8-2021 12:05,NE08,QP02SYE47964,3.1,NE,home,NE
GFT0052357,9-9-2021 11:24,NE08,QP02SYE47964,2.8,NE,home,NE
YCN2313762,25-11-2019 09:37,NE08,CR31GMR97972,2.8,EG,visitor,NE
SCA7406807,2-12-2020 20:41,NE08,TE24LCO18661,2.5,EG,visitor,NE
AHI0902484,1-7-2020 10:04,NE08,MU06LHX94338,1.25,EG,visitor,NE
RQF3856231,16-4-2019 14:27,NE08,HW75BKT77773,1.0,KO,visitor,NE
UZE3003953,27-1-2021 04:12,NE08,EM54HQI58682,2.2,OO,visitor,NE
ALQ6522539,22-2-2019 22:44,NE08,FY47TUN40300,1.0,NE,home,NE
QMB0481478,27-3-2019 11:32,NE08,FY47TUN40300,1.0,NE,home,NE
BRC9356573,2-4-2019 09:12,NE08,FY47TUN40300,1.0,NE,home,NE
QMX1437108,12-6-2019 12:45,NE08,FY47TUN40300,1.0,NE,home,NE
WKM6909092,13-6-2019 19:05,NE08,FY47TUN40300,1.0,NE,home,NE
BMD2127965,14-6-2019 00:23,NE08,FY47TUN40300,1.0,NE,home,NE
QZH3191776,18-6-2019 08:44,NE08,FY47TUN40300,1.0,NE,home,NE
EDV4575659,19-7-2019 22:57,NE08,FY47TUN40300,1.0,NE,home,NE
NYL3857699,31-7-2019 18:18,NE08,FY47TUN40300,1.0,NE,home,NE
HXF2075112,11-8-2019 10:44,NE08,FY47TUN40300,1.0,NE,home,NE
ZHM3598756,28-11-2019 16:28,NE08,FY47TUN40300,1.0,NE,home,NE
DWG1724444,25-12-2019 00:12,NE08,FY47TUN40300,1.0,NE,home,NE
TDE4806151,18-1-2020 17:38,NE08,FY47TUN40300,1.0,NE,home,NE
ZVF4747277,18-4-2020 19:25,NE08,FY47TUN40300,1.0,NE,home,NE
DAI6068356,27-4-2020 13:33,NE08,FY47TUN40300,1.0,NE,home,NE
PFZ7355641,14-5-2020 17:13,NE08,FY47TUN40300,1.0,NE,home,NE
GLZ2514959,22-5-2020 11:06,NE08,FY47TUN40300,1.0,NE,home,NE
HLG6080975,12-7-2020 01:08,NE08,FY47TUN40300,1.0,NE,home,NE
UUI8870912,12-8-2020 04:24,NE08,FY47TUN40300,1.0,NE,home,NE
NDJ0011602,13-10-2020 18:26,NE08,FY47TUN40300,1.0,NE,home,NE
MWE0646139,16-2-2021 03:35,NE08,FY47TUN40300,1.0,NE,home,NE
ERD9314751,25-5-2021 06:00,NE08,FY47TUN40300,1.0,NE,home,NE
VQJ6110403,23-6-2021 22:39,NE08,FY47TUN40300,1.0,NE,home,NE
IKI6405032,6-7-2021 10:40,NE08,FY47TUN40300,1.0,NE,home,NE
HYE9861805,21-7-2021 14:02,NE08,FY47TUN40300,1.0,NE,home,NE
VLN9774989,2-8-2021 22:40,NE08,FY47TUN40300,1.0,NE,home,NE
AWV7952833,8-8-2021 09:41,NE08,FY47TUN40300,1.0,NE,home,NE
ZAL8796113,19-8-2021 15:38,NE08,FY47TUN40300,1.0,NE,home,NE
GCR4785579,18-6-2020 00:24,NE08,JE65QJK64802,1.5,GF,visitor,NE
AKN3336726,22-5-2020 12:07,NE08,DO24BCW15511,1.5,KO,visitor,NE
GED4011500,8-8-2020 18:19,NE08,KB55KTM48860,2.5,KO,visitor,NE
KZJ1259661,4-3-2019 13:59,NE08,YL27IFD65117,1.5,AO,visitor,NE
JYM7119359,23-4-2020 00:22,NE08,YL27IFD65117,2.0,AO,visitor,NE
CFG0544764,15-12-2020 07:14,NE08,YL27IFD65117,2.0,AO,visitor,NE
MGU4398755,2-1-2019 07:14,NE08,EG95RTB75032,2.8,NE,home,NE
PAV5608102,6-1-2019 11:37,NE08,EG95RTB75032,2.8,NE,home,NE
BTX9878136,26-7-2019 23:46,NE08,EG95RTB75032,2.8,NE,home,NE
JPK5106043,19-12-2019 01:23,NE08,EG95RTB75032,2.8,NE,home,NE
HES2125098,6-9-2020 18:41,NE08,EG95RTB75032,2.8,NE,home,NE
VJT7885369,7-11-2020 23:11,NE08,EG95RTB75032,2.8,NE,home,NE
NQL5250526,19-11-2020 14:31,NE08,EG95RTB75032,2.8,NE,home,NE
VXB8940223,24-4-2021 02:44,NE08,EG95RTB75032,2.8,NE,home,NE
HEH4549584,6-5-2021 03:56,NE08,EG95RTB75032,2.8,NE,home,NE
KQP5484110,28-1-2019 13:44,NE08,QR03XCJ37459,2.0,OO,visitor,NE
IJW6321160,13-5-2019 13:12,NE08,QR03XCJ37459,2.2,OO,visitor,NE
YOY8521151,16-12-2019 23:40,NE08,QR03XCJ37459,1.5,OO,visitor,NE
GDA2295267,5-3-2020 18:14,NE08,QO77TFN61853,2.5,KO,visitor,NE
NCS8635303,5-8-2021 09:00,NE08,QO77TFN61853,1.25,KO,visitor,NE
BCK6405889,5-10-2021 01:08,NE08,QO77TFN61853,1.25,KO,visitor,NE
DYV7771322,2-2-2019 00:39,NE08,MQ65WJJ60020,2.8,KO,visitor,NE
